k,home_adv,player_boost,starter_boost,rest_factor,form_weight,travel_factor,sos_factor,playoff_hca_factor,pace_factor,division_factor,mean_reversion,pyth_factor,home_road_factor,mov_base,b2b_penalty,road_trip_factor,homestand_factor,win_streak_factor,altitude_factor,season_phase_factor,scoring_consistency_factor,rest_advantage_cap,park_factor_weight,mov_cap,east_travel_penalty,series_adaptation,interleague_factor,bullpen_factor,opp_pitcher_factor,k_decay,surprise_k,score
1.949448365554848,37.357673522050355,5.632246576424676,26.564095413332744,6.55863119163674,0.2732926235713875,2.061811488709086,9.787360788727907,0.4238664708125424,21.58501705659905,6.535385200378381,19.13211134580836,26.968606805302564,0.3850554718604107,0.36020747506616396,59.25753643588316,3.82684002213356,3.437488756255388,4.9966451552500954,1.2345473731667178,0.2370386981325428,4.296741921395836,7.7845664938749035,1.3107302532868412,17.923863451673856,3.470961158794988,1.2786029793019773,9.405684068778019,4.9690995769492545,20.666814136917438,1.1772636348093952,1.1718143830698418,-45.17373262120517
10.070507395130702,53.121811902748455,3.246496749740426,13.956388219467932,17.984978118060276,3.8444538239062878,13.474333328640261,6.429603530548618,0.5840645285689218,8.55940261076114,7.7323136402973605,4.9363951545974585,22.92064322538927,5.279873544631146,0.5453102536319645,38.870110745502416,0.8948372968948677,0.24959185808065293,0.76851276554303,1.904900681394578,1.6071550694574772,7.320519258180595,2.052241570023191,2.2556024107628043,15.74323796099932,1.8858144228984994,2.9220774573669916,7.431153700320567,8.133551640864594,27.80157596674729,1.4335876492409996,2.3343518264892267,-46.848680731376604
5.354451115885415,41.47167247345244,6.023403661534646,32.02189628933844,22.09943430197545,4.740364930209492,10.259410763294598,15.844397533774547,0.20155769771161938,31.028341674154632,8.461413982781865,2.5137509631703847,29.030143394174583,3.4145177713664956,0.45427201366738534,47.63330364441785,1.5849149935810063,3.7519251403684737,0.22100009490588865,6.009358903763375,0.7960751227535002,1.647329131165499,7.0986936572485355,5.313687451299992,18.1834001412134,0.993352762769305,2.5411148552494356,8.411820561811918,1.566608392447225,19.702970030060957,0.665340250615098,2.5616316685696274,-46.48140643829183
12.429729964261071,36.73530083754317,8.972621386997591,7.320120799483357,9.408701786653904,8.446075344507895,7.767799981955702,4.357069898758434,0.2984796473832629,20.547417943568185,2.2325042869183296,14.524515853205644,25.077824884670193,2.116016981144262,0.4700494804968328,37.8378420360968,3.051289052470971,4.498281635801347,3.8508553151026814,13.541100020921478,3.82752675591834,2.4373324371267806,5.65850029895661,6.4815402827464235,19.426305663945342,1.5804648941593111,3.8280012305587072,7.748035007693679,0.21157082202619137,23.64603790235774,0.8563861257423823,0.507130205390331,-46.671323252754036
1.1740877275137995,56.33811053404838,7.016179305599378,27.462112144755814,5.4549812787712835,7.58033194248085,3.1480679527567315,1.1755154368258143,0.7772509312169489,33.58155322238202,0.5001167197853181,9.194237969539788,28.75422084297427,3.301230741667966,0.5109658841598124,26.69365689972519,1.6713661711842849,1.6048906394868037,1.5663504479756276,11.419108666416056,1.0686967731985022,3.6488432218439115,3.819221216135194,2.985295314853382,15.272106113197628,2.2633315183373517,0.26299793123013226,8.946205552526303,1.86413539810814,21.53700329719026,2.933555258841616,1.6977106379291358,-45.88516800398273
4.526965569824439,59.31322264756248,0.09207206663391483,11.028861304696791,24.477484438497815,4.120462619110833,1.734153718371345,17.14306007574435,0.37476037037309706,17.14181901455917,9.695521654495892,18.237931795151997,29.889541822888315,1.0006911563177707,0.4294496149290257,11.36334391444165,2.3742402112394116,0.6676504599481008,4.3912397827274665,12.783928249139997,2.440701998653257,1.0847914672790282,2.795087186024656,6.004100797013978,18.680859352615784,4.360359797377387,3.0442908775799133,6.250867455540435,4.4021786710834645,25.147038442385558,2.836561355428647,0.893167242113946,-46.69064918151528
9.107271306853017,49.525807374699,1.7931035043728936,15.945466573679923,11.433887001889557,5.43350511293877,14.28963001924379,8.798218478755684,0.6333707367155743,12.339453665722122,1.333876569373523,7.825342356007657,25.64210950530479,1.8499651610217562,0.3848785164298957,42.49749427625871,0.3131622167973808,5.417750539371537,0.5254691672562525,4.147286313282681,4.531286714459764,7.759974423667371,3.3826070600320763,7.539251483209942,17.608511725234575,2.7941456767397455,2.0229938124983375,8.02282197466993,3.555574594705355,28.41228505559257,1.8103961086659863,0.3682941545203633,-47.0051860375228
14.49646785978238,63.78040882191243,8.250487150571004,6.87197223668456,22.834543667127438,9.046798058951156,9.419466523450826,1.6470401874621903,0.24443634464866393,13.723485286199125,4.567620747598859,3.9513722546086107,22.00818306789351,4.441880363517713,0.5957920369041416,23.93406376769199,3.3567119245274233,3.0452045905660694,2.720230288961689,3.503487865450916,4.227307325099122,4.061734663510224,7.575696257891753,0.8481436758426708,17.184526642069176,1.0585442888653067,3.4392821377722456,9.976210029850186,6.049227686266445,25.91865575446314,2.462154886007398,1.5403601472874375,-46.47611487657841
2.8705211488365934,57.42906972076993,4.197660467050438,24.736338050094602,19.910967359211128,1.9565149092215284,5.895232611554346,13.63973854363287,0.5161163678034915,29.65468944539499,10.610819869655852,12.62245348829666,23.36692716419717,3.834500154524907,0.4148440306505993,53.84604539675352,2.229925941321454,1.5742101984640469,1.1312316399446511,10.869372199854679,4.794292620508702,6.016317580653132,6.2612719998059045,4.4271272480830755,18.50367370143337,2.391596958083587,1.3623441245749215,6.791368617263643,3.8154311060325576,27.130998938321582,2.1940598378537763,2.8889170891273173,-45.91181198197519
5.874405458639322,47.3487469582965,3.8552373924039705,18.071755913285024,7.988154522757209,9.513156062602894,6.845030584399736,7.310582443809867,0.7490972822592261,28.447822420471915,5.35858753050763,10.763996618845841,26.390773597173435,1.4409953581600088,0.5781701343760637,63.322149327468836,0.6243788432530442,2.0295561968971287,1.8431621588872018,6.897016011459507,0.5860034619243081,8.430154495634053,4.481033752808727,7.014360473053194,19.178439060899183,4.214817596646322,1.627295829952403,9.0145791625469,8.737043714940006,17.12896407710444,0.6152778377990651,2.019192124608922,-46.93964698328839
